route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
008,DX-008-Weekday-2-24-09-1111100,26872071,"8 University",1,008 03,008-149-South,1,1
008,DX-008-Weekday-2-24-09-1111100,26872072,"8 University",1,008 05,008-149-South,1,1
008,DX-008-Weekday-2-24-09-1111100,26872073,"8 University",1,008 08,008-149-South,1,1
008,DX-008-Weekday-2-24-09-1111100,26872074,"8 University",1,008 09,008-149-South,1,1
008,DX-008-Weekday-2-24-09-1111100,26872075,"8 University",1,008 11,008-149-South,1,1
008,DX-008-Weekday-2-24-09-1111100,26872076,"8 University",1,008 06,008-149-South,1,1
008,DX-008-Weekday-2-24-09-1111100,26872077,"8 University",1,008 02,008-149-South,1,1
008,DX-008-Weekday-2-24-09-1111100,26872078,"8 University",1,008 17,008-149-South,1,1
008,DX-008-Weekday-2-24-09-1111100,26872079,"8 University",1,008 04,008-149-South,1,1
008,DX-008-Weekday-2-24-09-1111100,26872080,"8 University",1,008 07,008-149-South,1,1
008,DX-008-Weekday-2-24-09-1111100,26872081,"8 University",1,008 15,008-149-South,1,1
008,DX-008-Weekday-2-24-09-1111100,26872082,"8 University",1,008 03,008-149-South,1,1
008,DX-008-Weekday-2-24-09-1111100,26872083,"8 University",1,008 02,008-149-South,1,1
008,DX-008-Weekday-2-24-09-1111100,26872084,"8 University",1,008 17,008-149-South,1,1
008,DX-008-Weekday-2-24-09-1111100,26872085,"8 University",1,008 04,008-149-South,1,1
008,DX-008-Weekday-2-24-09-1111100,26872086,"8 University",1,008 01,008-149-South,1,1
008,DX-008-Weekday-2-24-09-1111100,26872087,"8 University",1,008 24,008-149-South,1,1
008,DX-008-Weekday-2-24-09-1111100,26872088,"8 University",1,008 03,008-149-South,1,1
008,DX-008-Weekday-2-24-09-1111100,26872089,"8 University",1,008 16,008-149-South,1,1
008,DX-008-Weekday-2-24-09-1111100,26872090,"8 University",1,008 05,008-149-South,1,1
008,DX-008-Weekday-2-24-09-1111100,26872091,"8 University",1,008 09,008-149-South,1,1
008,DX-008-Weekday-2-24-09-1111100,26872092,"8 University",1,008 11,008-149-South,1,1
008,DX-008-Weekday-2-24-09-1111100,26872093,"8 University",1,008 22,008-149-South,1,1
008,DX-008-Weekday-2-24-09-1111100,26872094,"8 University",1,008 06,008-149-South,1,1
008,DX-008-Weekday-2-24-09-1111100,26872095,"8 University",1,008 17,008-149-South,1,1
008,DX-008-Weekday-2-24-09-1111100,26872096,"8 University",1,008 07,008-149-South,1,1
008,DX-008-Weekday-2-24-09-1111100,26872097,"8 University",1,008 15,008-149-South,1,1
008,DX-008-Weekday-2-24-09-1111100,26872098,"8 University",1,051 11,008-149-South,1,1
008,DX-008-Weekday-2-24-09-1111100,26872099,"8 University",1,116 01,008-149-South,1,1
008,DX-008-Weekday-2-24-09-1111100,26872100,"8 University",1,008 21,008-149-South,1,1
008,DX-008-Weekday-2-24-09-1111100,26872101,"8 University",1,008 20,008-149-South,1,1
008,DX-008-Weekday-2-24-09-1111100,26872102,"8 University",1,101 05,008-149-South,1,1
008,DX-008-Weekday-2-24-09-1111100,26872103,"8 University",1,008 26,008-149-South,1,1
008,DX-008-Weekday-2-24-09-1111100,26872104,"8 University",1,509 90,008-149-South,1,1
008,DX-008-Weekday-2-24-09-1111100,26872105,"8 University",1,005 07,008-149-South,1,1
008,DX-008-Weekday-2-24-09-1111100,26872106,"8 University",1,008 23,008-149-South,1,1
008,DX-008-Weekday-2-24-09-1111100,26872107,"8 University",1,008 27,008-149-South,1,1
008,DX-008-Weekday-2-24-09-1111100,26872108,"8 University",1,051 09,008-149-South,1,1
008,DX-008-Weekday-2-24-09-1111100,26872109,"8 University",1,008 20,008-149-South,1,1
008,DX-008-Weekday-2-24-09-1111100,26872110,"8 University",1,101 05,008-149-South,1,1
008,DX-008-Weekday-2-24-09-1111100,26872111,"8 University",1,008 26,008-149-South,1,1
008,DX-008-Weekday-2-24-09-1111100,26872112,"8 University",1,716 02,008-149-South,1,1
008,DX-008-Weekday-2-24-09-1111100,26872113,"8 University",1,116 09,008-149-South,1,1
008,DX-008-Weekday-2-24-09-1111100,26872114,"8 University",1,005 07,008-149-South,1,1
008,DX-008-Weekday-2-24-09-1111100,26872115,"8 University",1,008 23,008-149-South,1,1
008,DX-008-Weekday-2-24-09-1111100,26872116,"8 University",1,051 09,008-149-South,1,1
008,DX-008-Weekday-2-24-09-1111100,26872117,"8 University",1,008 25,008-149-South,1,1
008,DX-008-Weekday-2-24-09-1111100,26872118,"8 University",1,506 15,008-149-South,1,1
008,DX-008-Weekday-2-24-09-1111100,26872119,"8 University",1,007 22,008-149-South,1,1
008,DX-008-Weekday-2-24-09-1111100,26872120,"8 University",1,916 12,008-149-South,1,1
008,DX-008-Weekday-2-24-09-1111100,26872121,"8 Abbottsfield",0,008 06,008-160-North,1,1
008,DX-008-Weekday-2-24-09-1111100,26872122,"8 Abbottsfield",0,008 02,008-198-North,1,1
008,DX-008-Weekday-2-24-09-1111100,26872123,"8 Abbottsfield",0,008 04,008-198-North,1,1
008,DX-008-Weekday-2-24-09-1111100,26872124,"8 Abbottsfield",0,008 07,008-198-North,1,1
008,DX-008-Weekday-2-24-09-1111100,26872125,"8 Abbottsfield",0,008 01,008-199-North,1,1
008,DX-008-Weekday-2-24-09-1111100,26872126,"8 Abbottsfield",0,008 03,008-199-North,1,1
008,DX-008-Weekday-2-24-09-1111100,26872127,"8 Abbottsfield",0,008 05,008-199-North,1,1
008,DX-008-Weekday-2-24-09-1111100,26872128,"8 Abbottsfield",0,008 01,008-199-North,1,1
008,DX-008-Weekday-2-24-09-1111100,26872129,"8 Abbottsfield",0,008 03,008-199-North,1,1
008,DX-008-Weekday-2-24-09-1111100,26872130,"8 Abbottsfield",0,008 08,008-199-North,1,1
008,DX-008-Weekday-2-24-09-1111100,26872131,"8 Abbottsfield",0,008 11,008-198-North,1,1
008,DX-008-Weekday-2-24-09-1111100,26872132,"8 Abbottsfield",0,008 10,008-199-North,1,1
008,DX-008-Weekday-2-24-09-1111100,26872133,"8 Abbottsfield",0,008 06,008-199-North,1,1
008,DX-008-Weekday-2-24-09-1111100,26872134,"8 Abbottsfield",0,008 02,008-199-North,1,1
008,DX-008-Weekday-2-24-09-1111100,26872135,"8 Abbottsfield",0,008 04,008-199-North,1,1
008,DX-008-Weekday-2-24-09-1111100,26872136,"8 Abbottsfield",0,008 07,008-199-North,1,1
008,DX-008-Weekday-2-24-09-1111100,26872137,"8 Abbottsfield",0,008 15,008-199-North,1,1
008,DX-008-Weekday-2-24-09-1111100,26872138,"8 Abbottsfield",0,008 01,008-199-North,1,1
008,DX-008-Weekday-2-24-09-1111100,26872139,"8 Abbottsfield",0,008 03,008-199-North,1,1
008,DX-008-Weekday-2-24-09-1111100,26872140,"8 Abbottsfield",0,008 05,008-199-North,1,1
008,DX-008-Weekday-2-24-09-1111100,26872141,"8 Abbottsfield",0,008 08,008-199-North,1,1
008,DX-008-Weekday-2-24-09-1111100,26872142,"8 Abbottsfield",0,008 09,008-199-North,1,1
008,DX-008-Weekday-2-24-09-1111100,26872143,"8 Abbottsfield",0,008 11,008-199-North,1,1
008,DX-008-Weekday-2-24-09-1111100,26872144,"8 Abbottsfield",0,008 06,008-199-North,1,1
008,DX-008-Weekday-2-24-09-1111100,26872145,"8 Abbottsfield",0,008 02,008-199-North,1,1
008,DX-008-Weekday-2-24-09-1111100,26872146,"8 Abbottsfield",0,008 17,008-199-North,1,1
008,DX-008-Weekday-2-24-09-1111100,26872147,"8 Abbottsfield",0,008 04,008-199-North,1,1
008,DX-008-Weekday-2-24-09-1111100,26872148,"8 Abbottsfield",0,008 07,008-199-North,1,1
008,DX-008-Weekday-2-24-09-1111100,26872149,"8 Abbottsfield",0,008 01,008-199-North,1,1
008,DX-008-Weekday-2-24-09-1111100,26872150,"8 Abbottsfield",0,008 03,008-199-North,1,1
008,DX-008-Weekday-2-24-09-1111100,26872151,"8 Abbottsfield",0,008 16,008-199-North,1,1
008,DX-008-Weekday-2-24-09-1111100,26872152,"8 Abbottsfield",0,008 06,008-199-North,1,1
008,DX-008-Weekday-2-24-09-1111100,26872153,"8 Abbottsfield",0,008 02,008-199-North,1,1
008,DX-008-Weekday-2-24-09-1111100,26872154,"8 Abbottsfield",0,008 17,008-199-North,1,1
008,DX-008-Weekday-2-24-09-1111100,26872155,"8 Abbottsfield",0,008 07,008-199-North,1,1
008,DX-008-Weekday-2-24-09-1111100,26872156,"8 Abbottsfield",0,008 15,008-199-North,1,1
008,DX-008-Weekday-2-24-09-1111100,26872157,"8 Abbottsfield",0,008 01,008-199-North,1,1
008,DX-008-Weekday-2-24-09-1111100,26872158,"8 Abbottsfield",0,008 24,008-199-North,1,1
008,DX-008-Weekday-2-24-09-1111100,26872159,"8 Abbottsfield",0,008 03,008-199-North,1,1
008,DX-008-Weekday-2-24-09-1111100,26872160,"8 Abbottsfield",0,008 05,008-199-North,1,1
008,DX-008-Weekday-2-24-09-1111100,26872161,"8 Abbottsfield",0,008 11,008-199-North,1,1
008,DX-008-Weekday-2-24-09-1111100,26872162,"8 Abbottsfield",0,101 05,008-198-North,1,1
008,DX-008-Weekday-2-24-09-1111100,26872163,"8 Abbottsfield",0,008 06,008-199-North,1,1
008,DX-008-Weekday-2-24-09-1111100,26872164,"8 Abbottsfield",0,005 07,008-198-North,1,1
008,DX-008-Weekday-2-24-09-1111100,26872165,"8 Abbottsfield",0,008 23,008-198-North,1,1
008,DX-008-Weekday-2-24-09-1111100,26872166,"8 Abbottsfield",0,008 27,008-198-North,1,1
008,DX-008-Weekday-2-24-09-1111100,26872167,"8 Abbottsfield",0,116 01,008-199-North,1,1
008,DX-008-Weekday-2-24-09-1111100,26872168,"8 Abbottsfield",0,008 21,008-199-North,1,1
008,DX-008-Weekday-2-24-09-1111100,26872169,"8 Abbottsfield",0,008 20,008-199-North,1,1
008,DX-008-Weekday-2-24-09-1111100,26872170,"8 Abbottsfield",0,101 05,008-199-North,1,1
008,DX-008-Weekday-2-24-09-1111100,26872171,"8 Abbottsfield",0,008 26,008-199-North,1,1
008,DX-008-Weekday-2-24-09-1111100,26872172,"8 Abbottsfield",0,716 02,008-199-North,1,1
008,DX-008-Weekday-2-24-09-1111100,26872173,"8 Abbottsfield",0,005 07,008-199-North,1,1
008,DX-008-Weekday-2-24-09-1111100,26872174,"8 Abbottsfield",0,008 23,008-199-North,1,1
008,DX-008-Weekday-2-24-09-1111100,26872175,"8 Abbottsfield",0,008 27,008-199-North,1,1
008,DX-008-Weekday-2-24-09-1111100,26872176,"8 Abbottsfield",0,051 09,008-199-North,1,1
008,DX-008-Weekday-2-24-09-1111100,26872177,"8 Abbottsfield",0,008 21,008-199-North,1,1
008,DX-008-Weekday-2-24-09-1111100,26872178,"8 Abbottsfield",0,008 26,008-199-North,1,1
008,DX-008-Weekday-2-24-09-1111100,26872179,"8 Abbottsfield",0,007 22,008-199-North,1,1
008,DX-008-Weekday-2-24-09-1111100,26872180,"8 Abbottsfield",0,916 12,008-198-North,1,1
008,DX-008-Weekday-2-24-09-1111100,26872181,"8 Abbottsfield",0,701 15,008-198-North,1,1
008,DX-008-Weekday-2-24-09-1111100,26872182,"8 Abbottsfield",0,008 25,008-199-North,1,1
008,DX-008-Weekday-2-24-09-1111100,26872183,"8 Abbottsfield",0,506 15,008-199-North,1,1
008,DX-008-Weekday-2-24-09-1111100,26872184,"8 University",1,008 01,008-149-South,1,1
008,DX-008-Weekday-2-24-09-1111100,26872185,"8 University",1,008 13,008-149-South,1,1
008,DX-008-Weekday-2-24-09-1111100,26872186,"8 University",1,008 03,008-149-South,1,1
008,DX-008-Weekday-2-24-09-1111100,26872187,"8 University",1,008 16,008-149-South,1,1
008,DX-008-Weekday-2-24-09-1111100,26872188,"8 Abbottsfield",0,008 08,008-199-North,1,1
008,DX-008-Weekday-2-24-09-1111100,26872189,"8 Abbottsfield",0,008 12,008-198-North,1,1
008,DX-008-Weekday-2-24-09-1111100,26872190,"8 Abbottsfield",0,008 10,008-199-North,1,1
008,DX-008-Weekday-2-24-09-1111100,26872191,"8 Abbottsfield",0,008 14,008-198-North,1,1
008,DX-008-Weekday-2-24-09-1111100,26872192,"8 Abbottsfield",0,008 06,008-199-North,1,1
008,DX-008-Weekday-2-24-09-1111100,26872193,"8 Abbottsfield",0,008 02,008-199-North,1,1
008,DX-008-Weekday-2-24-09-1111100,26872194,"8 Abbottsfield",0,008 17,008-198-North,1,1
008,DX-008-Weekday-2-24-09-1111100,26872195,"8 Abbottsfield",0,008 04,008-199-North,1,1
008,DX-008-Weekday-2-24-09-1111100,26872196,"8 Abbottsfield",0,008 08,008-199-North,1,1
008,DX-008-Weekday-2-24-09-1111100,26872197,"8 University",1,008 05,008-149-South,1,1
008,DX-008-Weekday-2-24-09-1111100,26872198,"8 Abbottsfield",0,008 05,008-199-North,1,1
008,DX-008-Weekday-2-24-09-1111100,26872199,"8 University",1,008 16,008-149-South,1,1
008,DX-008-Weekday-2-24-09-1111100,26872200,"8 Abbottsfield",0,008 16,008-199-North,1,1
008,DX-008-Weekday-2-24-09-1111100,26872201,"8 Abbottsfield",0,008 20,008-199-North,1,1
008,DX-008-Weekday-2-24-09-1111100,26872202,"8 University",1,008 17,008-149-South,1,1
008,DX-008-Weekday-2-24-09-1111100,26872203,"8 Abbottsfield",0,008 17,008-199-North,1,1
008,DX-008-Weekday-2-24-09-1111100,26872204,"8 University",1,008 10,008-149-South,1,1
008,DX-008-Weekday-2-24-09-1111100,26872205,"8 Abbottsfield",0,008 10,008-199-North,1,1
008,DX-008-Weekday-2-24-09-1111100,26872206,"8 Abbottsfield",0,008 15,008-199-North,1,1
008,DX-008-Weekday-2-24-09-1111100,26872207,"8 University",1,008 16,008-149-South,1,1
008,DX-008-Weekday-2-24-09-1111100,26872208,"8 Abbottsfield",0,008 09,008-198-North,1,1
008,DX-008-Weekday-2-24-09-1111100,26872209,"8 Abbottsfield",0,008 16,008-199-North,1,1
008,DX-008-Weekday-2-24-09-1111100,26872210,"8 University",1,008 01,008-149-South,1,1
008,DX-008-Weekday-2-24-09-1111100,26872211,"8 University",1,008 15,008-149-South,1,1
008,DX-008-Weekday-2-24-09-1111100,26872212,"8 Abbottsfield",0,008 19,008-199-North,1,1
008,DX-008-Weekday-2-24-09-1111100,26872213,"8 University",1,008 21,008-149-South,1,1
008,DX-008-Weekday-2-24-09-1111100,26872214,"8 University",1,116 09,008-149-South,1,1
008,DX-008-Weekday-2-24-09-1111100,26872215,"8 Abbottsfield",0,116 09,008-199-North,1,1
008,DX-008-Weekday-2-24-09-1111100,26872216,"8 Abbottsfield",0,008 04,008-199-North,1,1
008,DX-008-Weekday-2-24-09-1111100,26872217,"8 University",1,008 02,008-149-South,1,1
008,DX-008-Weekday-2-24-09-1111100,26872218,"8 Abbottsfield",0,051 09,008-199-North,1,1
008,DX-008-Weekday-2-24-09-1111100,26872219,"8 University",1,008 08,008-149-South,1,1
008,DX-008-Weekday-2-24-09-1111100,26872220,"8 Abbottsfield",0,008 16,008-199-North,1,1
008,DX-008-Weekday-2-24-09-1111100,26872221,"8 University",1,008 19,008-149-South,1,1
008,DX-008-Weekday-2-24-09-1111100,26872222,"8 University",1,008 07,008-149-South,1,1
008,DX-008-Weekday-2-24-09-1111100,26872223,"8 Abbottsfield",0,008 05,008-199-North,1,1
008,DX-008-Weekday-2-24-09-1111100,26872224,"8 Abbottsfield",0,008 08,008-199-North,1,1
008,DX-008-Weekday-2-24-09-1111100,26872225,"8 Abbottsfield",0,008 09,008-199-North,1,1
008,DX-008-Weekday-2-24-09-1111100,26872226,"8 Abbottsfield",0,008 11,008-199-North,1,1
008,DX-008-Weekday-2-24-09-1111100,26872227,"8 Abbottsfield",0,008 10,008-199-North,1,1
008,DX-008-Weekday-2-24-09-1111100,26872228,"8 Abbottsfield",0,008 22,008-198-North,1,1
008,DX-008-Weekday-2-24-09-1111100,26872229,"8 University",1,008 05,008-149-South,1,1
008,DX-008-Weekday-2-24-09-1111100,26872230,"8 University",1,008 08,008-149-South,1,1
008,DX-008-Weekday-2-24-09-1111100,26872231,"8 University",1,008 09,008-149-South,1,1
008,DX-008-Weekday-2-24-09-1111100,26872232,"8 University",1,008 11,008-149-South,1,1
008,DX-008-Weekday-2-24-09-1111100,26872233,"8 University",1,008 10,008-149-South,1,1
008,DX-008-Weekday-2-24-09-1111100,26872234,"8 University",1,008 06,008-149-South,1,1
008,DX-008-Weekday-2-24-09-1111100,26872241,"8 Abbottsfield",0,008 07,008-199-North,1,1
008,DX-008-Weekday-2-24-09-1111100,26872242,"8 Abbottsfield",0,902 02,008-199-North,1,1
008,DX-008-Weekday-2-24-09-1111100,26872243,"8 University",1,008 18,008-149-South,1,1
008,DX-008-Weekday-2-24-09-1111100,26872244,"8 University",1,116 05,008-149-South,1,1
008,DX-008-Weekday-3-24-09-1111100,26883592,"8 University",1,008 01,008-149-South,1,1
008,DX-008-Weekday-3-24-09-1111100,26883593,"8 University",1,008 03,008-149-South,1,1
008,DX-008-Weekday-3-24-09-1111100,26883594,"8 University",1,008 05,008-149-South,1,1
008,DX-008-Weekday-3-24-09-1111100,26883595,"8 University",1,008 08,008-149-South,1,1
008,DX-008-Weekday-3-24-09-1111100,26883596,"8 University",1,008 10,008-149-South,1,1
008,DX-008-Weekday-3-24-09-1111100,26883597,"8 University",1,008 06,008-149-South,1,1
008,DX-008-Weekday-3-24-09-1111100,26883598,"8 University",1,008 02,008-149-South,1,1
008,DX-008-Weekday-3-24-09-1111100,26883599,"8 University",1,008 04,008-149-South,1,1
008,DX-008-Weekday-3-24-09-1111100,26883600,"8 University",1,008 07,008-149-South,1,1
008,DX-008-Weekday-3-24-09-1111100,26883601,"8 University",1,008 08,008-149-South,1,1
008,DX-008-Weekday-3-24-09-1111100,26883602,"8 University",1,008 10,008-149-South,1,1
008,DX-008-Weekday-3-24-09-1111100,26883603,"8 University",1,008 06,008-149-South,1,1
008,DX-008-Weekday-3-24-09-1111100,26883604,"8 University",1,008 02,008-149-South,1,1
008,DX-008-Weekday-3-24-09-1111100,26883605,"8 University",1,008 04,008-149-South,1,1
008,DX-008-Weekday-3-24-09-1111100,26883606,"8 University",1,008 07,008-149-South,1,1
008,DX-008-Weekday-3-24-09-1111100,26883607,"8 University",1,008 15,008-149-South,1,1
008,DX-008-Weekday-3-24-09-1111100,26883608,"8 University",1,008 01,008-149-South,1,1
008,DX-008-Weekday-3-24-09-1111100,26883609,"8 University",1,008 03,008-149-South,1,1
008,DX-008-Weekday-3-24-09-1111100,26883610,"8 University",1,008 05,008-149-South,1,1
008,DX-008-Weekday-3-24-09-1111100,26883611,"8 University",1,008 08,008-149-South,1,1
008,DX-008-Weekday-3-24-09-1111100,26883612,"8 University",1,008 09,008-149-South,1,1
008,DX-008-Weekday-3-24-09-1111100,26883613,"8 University",1,008 11,008-149-South,1,1
008,DX-008-Weekday-3-24-09-1111100,26883614,"8 University",1,008 06,008-149-South,1,1
008,DX-008-Weekday-3-24-09-1111100,26883615,"8 University",1,008 02,008-149-South,1,1
008,DX-008-Weekday-3-24-09-1111100,26883616,"8 University",1,008 17,008-149-South,1,1
008,DX-008-Weekday-3-24-09-1111100,26883617,"8 University",1,008 04,008-149-South,1,1
008,DX-008-Weekday-3-24-09-1111100,26883618,"8 University",1,008 07,008-149-South,1,1
008,DX-008-Weekday-3-24-09-1111100,26883619,"8 University",1,008 15,008-149-South,1,1
008,DX-008-Weekday-3-24-09-1111100,26883620,"8 University",1,008 03,008-149-South,1,1
008,DX-008-Weekday-3-24-09-1111100,26883621,"8 University",1,008 02,008-149-South,1,1
008,DX-008-Weekday-3-24-09-1111100,26883622,"8 University",1,008 17,008-149-South,1,1
008,DX-008-Weekday-3-24-09-1111100,26883623,"8 University",1,008 04,008-149-South,1,1
008,DX-008-Weekday-3-24-09-1111100,26883624,"8 University",1,008 01,008-149-South,1,1
008,DX-008-Weekday-3-24-09-1111100,26883625,"8 University",1,008 24,008-149-South,1,1
008,DX-008-Weekday-3-24-09-1111100,26883626,"8 University",1,008 03,008-149-South,1,1
008,DX-008-Weekday-3-24-09-1111100,26883627,"8 University",1,008 16,008-149-South,1,1
008,DX-008-Weekday-3-24-09-1111100,26883628,"8 University",1,008 05,008-149-South,1,1
008,DX-008-Weekday-3-24-09-1111100,26883629,"8 University",1,008 09,008-149-South,1,1
008,DX-008-Weekday-3-24-09-1111100,26883630,"8 University",1,008 11,008-149-South,1,1
008,DX-008-Weekday-3-24-09-1111100,26883631,"8 University",1,008 22,008-149-South,1,1
008,DX-008-Weekday-3-24-09-1111100,26883632,"8 University",1,008 06,008-149-South,1,1
008,DX-008-Weekday-3-24-09-1111100,26883633,"8 University",1,008 17,008-149-South,1,1
008,DX-008-Weekday-3-24-09-1111100,26883634,"8 University",1,008 07,008-149-South,1,1
008,DX-008-Weekday-3-24-09-1111100,26883635,"8 University",1,008 15,008-149-South,1,1
008,DX-008-Weekday-3-24-09-1111100,26883636,"8 University",1,051 11,008-149-South,1,1
008,DX-008-Weekday-3-24-09-1111100,26883637,"8 University",1,116 01,008-149-South,1,1
008,DX-008-Weekday-3-24-09-1111100,26883638,"8 University",1,008 21,008-149-South,1,1
008,DX-008-Weekday-3-24-09-1111100,26883639,"8 University",1,008 20,008-149-South,1,1
008,DX-008-Weekday-3-24-09-1111100,26883640,"8 University",1,101 05,008-149-South,1,1
008,DX-008-Weekday-3-24-09-1111100,26883641,"8 University",1,008 26,008-149-South,1,1
008,DX-008-Weekday-3-24-09-1111100,26883642,"8 University",1,516 08,008-149-South,1,1
008,DX-008-Weekday-3-24-09-1111100,26883643,"8 University",1,005 07,008-149-South,1,1
008,DX-008-Weekday-3-24-09-1111100,26883644,"8 University",1,008 23,008-149-South,1,1
008,DX-008-Weekday-3-24-09-1111100,26883645,"8 University",1,008 27,008-149-South,1,1
008,DX-008-Weekday-3-24-09-1111100,26883646,"8 University",1,051 09,008-149-South,1,1
008,DX-008-Weekday-3-24-09-1111100,26883647,"8 University",1,008 20,008-149-South,1,1
008,DX-008-Weekday-3-24-09-1111100,26883648,"8 University",1,101 05,008-149-South,1,1
008,DX-008-Weekday-3-24-09-1111100,26883649,"8 University",1,008 26,008-149-South,1,1
008,DX-008-Weekday-3-24-09-1111100,26883650,"8 University",1,716 02,008-149-South,1,1
008,DX-008-Weekday-3-24-09-1111100,26883651,"8 University",1,116 09,008-149-South,1,1
008,DX-008-Weekday-3-24-09-1111100,26883652,"8 University",1,005 07,008-149-South,1,1
008,DX-008-Weekday-3-24-09-1111100,26883653,"8 University",1,008 23,008-149-South,1,1
008,DX-008-Weekday-3-24-09-1111100,26883654,"8 University",1,051 09,008-149-South,1,1
008,DX-008-Weekday-3-24-09-1111100,26883655,"8 University",1,008 25,008-149-South,1,1
008,DX-008-Weekday-3-24-09-1111100,26883656,"8 University",1,506 15,008-149-South,1,1
008,DX-008-Weekday-3-24-09-1111100,26883657,"8 University",1,007 22,008-149-South,1,1
008,DX-008-Weekday-3-24-09-1111100,26883658,"8 University",1,916 12,008-149-South,1,1
008,DX-008-Weekday-3-24-09-1111100,26883659,"8 Abbottsfield",0,008 06,008-160-North,1,1
008,DX-008-Weekday-3-24-09-1111100,26883660,"8 Abbottsfield",0,008 02,008-198-North,1,1
008,DX-008-Weekday-3-24-09-1111100,26883661,"8 Abbottsfield",0,008 04,008-198-North,1,1
008,DX-008-Weekday-3-24-09-1111100,26883662,"8 Abbottsfield",0,008 07,008-198-North,1,1
008,DX-008-Weekday-3-24-09-1111100,26883663,"8 Abbottsfield",0,008 01,008-199-North,1,1
008,DX-008-Weekday-3-24-09-1111100,26883664,"8 Abbottsfield",0,008 03,008-199-North,1,1
008,DX-008-Weekday-3-24-09-1111100,26883665,"8 Abbottsfield",0,008 05,008-199-North,1,1
008,DX-008-Weekday-3-24-09-1111100,26883666,"8 Abbottsfield",0,008 01,008-199-North,1,1
008,DX-008-Weekday-3-24-09-1111100,26883667,"8 Abbottsfield",0,008 03,008-199-North,1,1
008,DX-008-Weekday-3-24-09-1111100,26883668,"8 Abbottsfield",0,008 08,008-199-North,1,1
008,DX-008-Weekday-3-24-09-1111100,26883669,"8 Abbottsfield",0,008 11,008-198-North,1,1
008,DX-008-Weekday-3-24-09-1111100,26883670,"8 Abbottsfield",0,008 10,008-199-North,1,1
008,DX-008-Weekday-3-24-09-1111100,26883671,"8 Abbottsfield",0,008 06,008-199-North,1,1
008,DX-008-Weekday-3-24-09-1111100,26883672,"8 Abbottsfield",0,008 02,008-199-North,1,1
008,DX-008-Weekday-3-24-09-1111100,26883673,"8 Abbottsfield",0,008 04,008-199-North,1,1
008,DX-008-Weekday-3-24-09-1111100,26883674,"8 Abbottsfield",0,008 07,008-199-North,1,1
008,DX-008-Weekday-3-24-09-1111100,26883675,"8 Abbottsfield",0,008 15,008-199-North,1,1
008,DX-008-Weekday-3-24-09-1111100,26883676,"8 Abbottsfield",0,008 01,008-199-North,1,1
008,DX-008-Weekday-3-24-09-1111100,26883677,"8 Abbottsfield",0,008 03,008-199-North,1,1
008,DX-008-Weekday-3-24-09-1111100,26883678,"8 Abbottsfield",0,008 05,008-199-North,1,1
008,DX-008-Weekday-3-24-09-1111100,26883679,"8 Abbottsfield",0,008 08,008-199-North,1,1
008,DX-008-Weekday-3-24-09-1111100,26883680,"8 Abbottsfield",0,008 09,008-199-North,1,1
008,DX-008-Weekday-3-24-09-1111100,26883681,"8 Abbottsfield",0,008 11,008-199-North,1,1
008,DX-008-Weekday-3-24-09-1111100,26883682,"8 Abbottsfield",0,008 06,008-199-North,1,1
008,DX-008-Weekday-3-24-09-1111100,26883683,"8 Abbottsfield",0,008 02,008-199-North,1,1
008,DX-008-Weekday-3-24-09-1111100,26883684,"8 Abbottsfield",0,008 17,008-199-North,1,1
008,DX-008-Weekday-3-24-09-1111100,26883685,"8 Abbottsfield",0,008 04,008-199-North,1,1
008,DX-008-Weekday-3-24-09-1111100,26883686,"8 Abbottsfield",0,008 07,008-199-North,1,1
008,DX-008-Weekday-3-24-09-1111100,26883687,"8 Abbottsfield",0,008 01,008-199-North,1,1
008,DX-008-Weekday-3-24-09-1111100,26883688,"8 Abbottsfield",0,008 03,008-199-North,1,1
008,DX-008-Weekday-3-24-09-1111100,26883689,"8 Abbottsfield",0,008 16,008-199-North,1,1
008,DX-008-Weekday-3-24-09-1111100,26883690,"8 Abbottsfield",0,008 06,008-199-North,1,1
008,DX-008-Weekday-3-24-09-1111100,26883691,"8 Abbottsfield",0,008 02,008-199-North,1,1
008,DX-008-Weekday-3-24-09-1111100,26883692,"8 Abbottsfield",0,008 17,008-199-North,1,1
008,DX-008-Weekday-3-24-09-1111100,26883693,"8 Abbottsfield",0,008 07,008-199-North,1,1
008,DX-008-Weekday-3-24-09-1111100,26883694,"8 Abbottsfield",0,008 15,008-199-North,1,1
008,DX-008-Weekday-3-24-09-1111100,26883695,"8 Abbottsfield",0,008 01,008-199-North,1,1
008,DX-008-Weekday-3-24-09-1111100,26883696,"8 Abbottsfield",0,008 24,008-199-North,1,1
008,DX-008-Weekday-3-24-09-1111100,26883697,"8 Abbottsfield",0,008 03,008-199-North,1,1
008,DX-008-Weekday-3-24-09-1111100,26883698,"8 Abbottsfield",0,008 05,008-199-North,1,1
008,DX-008-Weekday-3-24-09-1111100,26883699,"8 Abbottsfield",0,008 11,008-199-North,1,1
008,DX-008-Weekday-3-24-09-1111100,26883700,"8 Abbottsfield",0,101 05,008-198-North,1,1
008,DX-008-Weekday-3-24-09-1111100,26883701,"8 Abbottsfield",0,008 06,008-199-North,1,1
008,DX-008-Weekday-3-24-09-1111100,26883702,"8 Abbottsfield",0,005 07,008-198-North,1,1
